taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
EMON,6292,N,M,TRINI,N,100,1989-04-02,4,NA,CB,Duke Lemur Center,1,127,1988-11-26,11,5724,ELENA,EMON,1982-10-01,6.16,5722,Sancho,EMON,1982-10-01,6.16,NA,NA,NA,14.01,14.01,NA,NA,1558,1990-08-13,8,498,71.14,16.37,16,1.36,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6301,N,F,BUBA,N,1979,1989-04-17,4,NA,CB,Duke Lemur Center,2,138,1988-11-30,11,5668,BAUCIS,LCAT,1982-04-02,6.67,NA,NA,NA,NA,NA,1992-08-28,3.37,NA,NA,3.37,1,NA,2003,1990-09-07,9,508,72.57,16.7,16,1.39,NA,NA,NA,721,1.32,young_adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6307,N,F,SELENE,N,1983,1989-04-20,4,NA,CB,Duke Lemur Center,2,138,1988-12-03,12,5510,ANEMONE,LCAT,1980-03-14,8.73,5939,HIERON,LCAT,1984-05-30,4.52,2003-03-11,13.9,NA,NA,13.9,1,NA,2016,1990-09-07,9,505,72.14,16.6,16,1.38,NA,NA,NA,4568,1.32,young_adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6308,N,F,BIAS,N,1984,1989-04-20,4,NA,CB,Duke Lemur Center,2,138,1988-12-03,12,5510,ANEMONE,LCAT,1980-03-14,8.73,5939,HIERON,LCAT,1984-05-30,4.52,2009-09-09,20.4,NA,NA,20.4,1,NA,1730,1990-09-07,9,505,72.14,16.6,16,1.38,NA,NA,NA,6942,1.32,young_adult,NP,NA,NA,NA,NA,NA,NA
EMON,6321,N,M,MARIO,N,103,1989-06-01,6,NA,CB,Duke Lemur Center,1,127,1989-01-25,1,5717,ESPERANZA,EMON,1977-10-01,11.33,5716,PABLO,EMON,1977-10-01,11.33,1999-10-26,10.41,NA,NA,10.41,1,NA,1407,1991-03-11,3,648,92.57,21.3,21,1.78,NA,NA,NA,3151,1.76,young_adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6322,N,M,HECTOR,N,2017,1989-06-07,6,NA,CB,Duke Lemur Center,1,138,1989-01-20,1,6159,CLEOMENIS,LCAT,1987-04-15,1.77,NA,NA,NA,NA,NA,2004-09-13,15.28,NA,NA,15.28,5,NA,1616,1990-09-07,9,457,65.29,15.02,15,1.25,NA,NA,NA,5120,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6324,N,M,JACINTA-A,N,104,1989-06-15,6,NA,CB,Duke Lemur Center,1,127,1989-02-08,2,6166,JACINTA,EMON,1987-04-19,1.81,6033,SIXTO,EMON,1985-11-05,3.26,1989-06-16,0,NA,NA,0,NA,NA,40.3,1989-06-15,6,0,0,0,0,0,NA,NA,NA,1,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6338,N,F,Hopi,N,34,1990-03-01,3,NA,CB,Duke Lemur Center,1,120,1989-11-01,11,6038,Dido II,ERUB,1984-10-01,5.09,6121,Mohawk,ERUB,1982-10-01,7.09,2015-08-25,25.5,NA,NA,25.5,1,NA,274,1990-03-27,3,26,3.71,0.85,0,0.07,NA,NA,NA,9282,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6344,N,M,Julio,Y,105,1990-03-19,3,NA,CB,Duke Lemur Center,1,127,1989-11-12,11,6077,PIEDAD,EMON,1986-04-04,3.61,5723,PEPE,EMON,1982-10-01,7.12,NA,NA,28.91,NA,28.91,3,NA,1149,1991-03-22,3,368,52.57,12.1,12,1.01,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6351,N,M,NESTOR II,N,2068,1990-03-22,3,NA,CB,Duke Lemur Center,2,138,1989-11-04,11,2543,LYSIS,LCAT,1976-03-29,13.61,5938,DION,LCAT,1984-05-30,5.44,1996-12-23,6.76,NA,NA,6.76,NA,NA,904,1990-09-07,9,169,24.14,5.56,5,0.46,NA,NA,NA,2299,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6352,N,F,NOSSIS,N,2069,1990-03-22,3,NA,CB,Duke Lemur Center,2,138,1989-11-04,11,2543,LYSIS,LCAT,1976-03-29,13.61,5938,DION,LCAT,1984-05-30,5.44,1998-12-28,8.78,NA,NA,8.78,1,NA,853,1990-09-07,9,169,24.14,5.56,5,0.46,NA,NA,NA,3034,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6355,N,M,PROTAGORUS,N,2066,1990-03-22,3,NA,CB,Duke Lemur Center,2,138,1989-11-04,11,5510,ANEMONE,LCAT,1980-03-14,9.65,MULT11,NA,NA,NA,NA,2011-05-16,21.16,NA,NA,21.16,NA,NA,250,1990-05-23,5,62,8.86,2.04,2,0.17,NA,NA,NA,7663,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6356,N,F,POLYANTHA,N,2067,1990-03-22,3,NA,CB,Duke Lemur Center,2,138,1989-11-04,11,5510,ANEMONE,LCAT,1980-03-14,9.65,MULT11,NA,NA,NA,NA,2008-04-09,18.06,NA,NA,18.06,NA,NA,268,1990-05-23,5,62,8.86,2.04,2,0.17,NA,NA,NA,6531,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6357,N,M,MEGACREON,N,2072,1990-03-25,3,NA,CB,Duke Lemur Center,1,138,1989-11-07,11,5847,CORINNA,LCAT,1984-03-16,5.65,MULT11,NA,NA,NA,NA,1991-08-14,1.39,NA,NA,1.39,NA,NA,994,1990-09-07,9,166,23.71,5.46,5,0.45,NA,NA,NA,341,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6365,N,F,BERYL,N,2093,1990-04-05,4,NA,CB,Duke Lemur Center,1,138,1989-11-18,11,6217,AGATHA,LCAT,1988-03-27,1.65,MULT11,NA,NA,NA,NA,2001-07-06,11.26,NA,NA,11.26,NA,NA,427,1990-07-09,7,95,13.57,3.12,3,0.26,NA,NA,NA,4015,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6368,N,M,AESCHYLUS,N,2113,1990-04-16,4,NA,CB,Duke Lemur Center,1,138,1989-11-29,11,6229,Chloris,LCAT,1988-04-17,1.62,MULT,NA,NA,NA,NA,2003-11-23,13.61,NA,NA,13.61,NA,NA,808,1990-09-07,9,144,20.57,4.73,4,0.39,NA,NA,NA,4825,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6382,N,M,RAUL,N,106,1990-05-03,5,NA,CB,Duke Lemur Center,1,127,1989-12-27,12,5724,ELENA,EMON,1982-10-01,7.24,5722,Sancho,EMON,1982-10-01,7.24,2018-03-06,27.86,NA,NA,27.86,NA,NA,613,1990-08-13,8,102,14.57,3.35,3,0.28,NA,NA,NA,10067,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6383,N,F,CARMEN-B,N,107,1990-05-07,5,NA,CB,Duke Lemur Center,1,127,1989-12-31,12,5719,CARMEN,EMON,1978-10-01,11.26,5718,MANUEL,EMON,1977-10-01,12.26,1990-05-07,0,NA,NA,0,NA,NA,52,1990-05-07,5,0,0,0,0,0,NA,NA,NA,0,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6385,N,M,CLEOMEDON,N,2122,1990-05-08,5,NA,CB,Duke Lemur Center,1,138,1989-12-21,12,6159,CLEOMENIS,LCAT,1987-04-15,2.69,MULT,NA,NA,NA,NA,NA,NA,NA,5.81,5.81,NA,NA,503,1990-08-30,8,114,16.29,3.75,3,0.31,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6390,N,M,Pedro,Y,110,1990-06-17,6,NA,CB,Duke Lemur Center,1,127,1990-02-10,2,6263,Moheli,EMON,1987-05-13,2.75,6131,JAVIER,EMON,1986-11-06,3.27,NA,NA,28.66,NA,28.66,1,NA,1580,1991-10-07,10,477,68.14,15.68,15,1.31,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6392,N,M,Navajo,N,20,1988-10-01,10,Y,WB,Madagascar /,NA,120,1988-06-03,6,WILD,NA,NA,NA,NA,WILD,NA,NA,NA,NA,2012-09-18,23.98,NA,NA,23.98,7,Y,1752,1990-07-25,7,662,94.57,21.76,21,1.81,NA,NA,NA,8091,1.78,young_adult,NP,NA,NA,NA,NA,NA,NA
EMON,6396,N,F,ANITA,N,95,1988-05-19,5,NA,CB,Philadelphia Zoo,NA,127,1988-01-13,1,oi_100074,NA,NA,NA,NA,oi_101359,NA,NA,NA,NA,2017-07-11,29.16,NA,NA,29.16,4,NA,1494,1991-07-05,7,1142,163.14,37.55,37,3.13,NA,NA,NA,9503,1.76,young_adult,NP,NA,NA,NA,NA,NA,NA
ERUB,6403,N,F,ZUNI,N,39,1991-03-20,3,NA,CB,Duke Lemur Center,1,120,1990-11-20,11,6038,Dido II,ERUB,1984-10-01,6.14,6121,Mohawk,ERUB,1982-10-01,8.14,2008-11-17,17.68,NA,NA,17.68,NA,NA,352,1991-05-09,5,50,7.14,1.64,1,0.14,NA,NA,NA,6402,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6405,N,M,SEUTHES,N,2174,1991-03-25,3,NA,CB,Duke Lemur Center,1,138,1990-11-07,11,2543,LYSIS,LCAT,1976-03-29,14.62,MULT,NA,NA,NA,NA,NA,NA,NA,19.91,19.91,NA,NA,942,1991-11-01,11,221,31.57,7.27,7,0.61,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6408,N,F,CHIQUITA-C,N,111,1991-03-29,3,NA,CB,Duke Lemur Center,1,127,1990-11-22,11,5879,CHIQUITA,EMON,1984-04-12,6.62,5955,FIDEL,EMON,1985-01-13,5.86,1991-03-30,0,NA,NA,0,NA,NA,55,1991-03-30,3,1,0.14,0.03,0,0,NA,NA,NA,0,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6410,N,M,PHILIP,N,2182,1991-03-30,3,NA,CB,Duke Lemur Center,1,138,1990-11-12,11,6229,Chloris,LCAT,1988-04-17,2.57,MULT,NA,NA,NA,NA,1992-01-01,0.76,NA,NA,0.76,NA,NA,1448,1991-11-01,11,216,30.86,7.1,7,0.59,NA,NA,NA,61,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6412,N,M,SATYRUS,N,2190,1991-04-01,4,NA,CB,Duke Lemur Center,1,138,1990-11-14,11,5984,CLEIS,LCAT,1985-04-09,5.6,MULT,NA,NA,NA,NA,1991-12-16,0.71,NA,NA,0.71,NA,NA,1249,1991-11-01,11,214,30.57,7.04,7,0.59,NA,NA,NA,45,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6413,N,F,DELIA,N,2192,1991-04-02,4,NA,CB,Duke Lemur Center,1,138,1990-11-15,11,6159,CLEOMENIS,LCAT,1987-04-15,3.59,MULT,NA,NA,NA,NA,1991-12-11,0.69,NA,NA,0.69,NA,NA,1073,1991-11-01,11,213,30.43,7,7,0.58,NA,NA,NA,40,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6416,N,M,EPHORUS,N,2196,1991-04-04,4,NA,CB,Duke Lemur Center,1,138,1990-11-17,11,6301,BUBA,LCAT,1989-04-17,1.59,MULT,NA,NA,NA,NA,1992-02-16,0.87,NA,NA,0.87,NA,NA,808,1991-11-01,11,211,30.14,6.94,6,0.58,NA,NA,NA,107,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6417,N,M,JOSE,N,112,1991-04-09,4,NA,CB,Duke Lemur Center,1,127,1990-12-03,12,5724,ELENA,EMON,1982-10-01,8.18,5722,Sancho,EMON,1982-10-01,8.18,NA,NA,NA,27.59,27.59,NA,NA,868,1991-10-08,10,182,26,5.98,5,0.5,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6418,N,M,CARLOS,N,113,1991-04-10,4,NA,CB,Duke Lemur Center,1,127,1990-12-04,12,6263,Moheli,EMON,1987-05-13,3.56,6131,JAVIER,EMON,1986-11-06,4.08,NA,NA,NA,27.44,27.44,2,NA,1026,1991-10-07,10,180,25.71,5.92,5,0.49,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6425,N,M,ALEJANDRO,N,114,1991-04-15,4,NA,CB,Duke Lemur Center,1,127,1990-12-09,12,5719,CARMEN,EMON,1978-10-01,12.2,5718,MANUEL,EMON,1977-10-01,13.2,2011-05-20,20.11,NA,NA,20.11,3,NA,463,1991-07-29,7,105,15,3.45,3,0.29,NA,NA,NA,7235,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6426,N,M,BETI-A,N,115,1991-04-15,4,NA,CB,Duke Lemur Center,1,127,1990-12-09,12,6246,BETI,EMON,1988-05-06,2.59,6172,JAIME,EMON,1987-04-25,3.63,1991-04-15,0,NA,NA,0,NA,NA,59,1991-04-15,4,0,0,0,0,0,NA,NA,NA,0,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6431,N,M,ENO,N,41,1991-04-30,4,NA,CB,Duke Lemur Center,1,120,1990-12-31,12,6231,Cheyenne,ERUB,1988-04-21,2.7,6392,Navajo,ERUB,1988-10-01,2.25,NA,NA,NA,27.61,27.61,1,NA,117,1991-05-09,5,9,1.29,0.3,0,0.02,NA,NA,NA,NA,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6432,N,M,CHE,N,117,1991-05-04,5,NA,CB,Duke Lemur Center,1,127,1990-12-28,12,6077,PIEDAD,EMON,1986-04-04,4.74,5723,PEPE,EMON,1982-10-01,8.25,NA,NA,NA,14.07,14.07,4,NA,781,1991-09-18,9,137,19.57,4.5,4,0.38,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6434,N,M,MIGUEL,N,118,1991-05-10,5,NA,CB,Duke Lemur Center,1,127,1991-01-03,1,6218,ANA,EMON,1988-04-02,2.76,6076,RAFAEL,EMON,1986-04-04,4.75,2012-11-02,21.5,NA,NA,21.5,NA,NA,970,1992-05-06,5,362,51.71,11.9,11,0.99,NA,NA,NA,7485,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6435,N,M,GELON,N,2215,1991-05-13,5,NA,CB,Duke Lemur Center,1,138,1990-12-26,12,6276,Dory,LCAT,1989-03-15,1.78,MULT,NA,NA,NA,NA,2015-10-05,24.41,NA,NA,24.41,5,NA,1073,1991-11-01,11,172,24.57,5.65,5,0.47,NA,NA,NA,8739,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6440,N,M,Aracus,Y,2219,1991-05-23,5,NA,CB,Duke Lemur Center,1,138,1991-01-05,1,5847,CORINNA,LCAT,1984-03-16,6.81,MULT,NA,NA,NA,NA,NA,NA,27.73,NA,27.73,17,NA,808,1991-11-01,11,162,23.14,5.33,5,0.44,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6443,N,F,JUANITA,N,119,1991-06-13,6,NA,CB,Duke Lemur Center,1,127,1991-02-06,2,5721,EVITA,EMON,1981-10-01,9.36,5720,JUAN,EMON,1978-10-01,12.36,2016-04-12,24.85,NA,NA,24.85,NA,NA,174,1991-07-17,7,34,4.86,1.12,1,0.09,NA,NA,NA,9036,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6444,N,F,CLARA,N,121,1991-06-17,6,NA,CB,Duke Lemur Center,2,127,1991-02-10,2,5952,CONCEPCION,EMON,1984-10-15,6.33,4504,PIERROT,EMON,1976-05-15,14.75,NA,NA,NA,27.57,27.57,2,NA,110,1991-07-17,7,30,4.29,0.99,0,0.08,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6445,N,F,MARTA,N,122,1991-06-17,6,NA,CB,Duke Lemur Center,2,127,1991-02-10,2,5952,CONCEPCION,EMON,1984-10-15,6.33,4504,PIERROT,EMON,1976-05-15,14.75,2016-12-01,25.48,NA,NA,25.48,2,NA,111,1991-07-17,7,30,4.29,0.99,0,0.08,NA,NA,NA,9269,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6448,N,F,CHRYSES,N,2225,1991-06-21,6,NA,CB,Duke Lemur Center,1,138,1991-02-03,2,6280,NINNA,LCAT,1989-03-15,1.89,NA,NA,NA,NA,NA,1992-02-17,0.66,NA,NA,0.66,NA,NA,654,1991-11-01,11,133,19,4.37,4,0.36,NA,NA,NA,108,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6449,N,F,SEMINOLE-A,N,43,1991-07-09,7,NA,CB,Duke Lemur Center,1,120,1991-03-11,3,6122,SEMINOLE,ERUB,1982-10-01,8.45,6230,ARAPAHOE,ERUB,1988-04-21,2.89,1991-07-09,0,NA,NA,0,NA,NA,81.5,1991-07-09,7,0,0,0,0,0,NA,NA,NA,0,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6460,N,F,IMELDA,N,124,1992-03-10,3,NA,CB,Duke Lemur Center,1,127,1991-11-04,11,5879,CHIQUITA,EMON,1984-04-12,7.57,5955,FIDEL,EMON,1985-01-13,6.81,NA,NA,NA,11.07,11.07,1,NA,360,1992-06-25,6,107,15.29,3.52,3,0.29,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6468,N,F,FERMINA,N,125,1992-03-23,3,NA,CB,Duke Lemur Center,1,127,1991-11-17,11,5719,CARMEN,EMON,1978-10-01,13.14,5718,MANUEL,EMON,1977-10-01,14.14,1996-09-11,4.47,NA,NA,4.47,NA,NA,340,1992-06-05,6,74,10.57,2.43,2,0.2,NA,NA,NA,1559,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6471,N,F,PILAR II,N,126,1992-03-26,3,NA,CB,Duke Lemur Center,1,127,1991-11-20,11,5724,ELENA,EMON,1982-10-01,9.14,5722,Sancho,EMON,1982-10-01,9.14,2005-04-05,13.04,NA,NA,13.04,NA,NA,1320,1992-12-23,12,272,38.86,8.94,8,0.75,NA,NA,NA,4486,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6473,N,M,THOR,N,24,1972-07-01,7,NA,CB,Oregon Regional Primate Research Cntr,NA,127,1972-02-25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,7.89,NA,NA,1592,1978-11-01,11,2314,330.57,76.08,76,6.34,NA,NA,NA,NA,1.76,adult,NP,NA,NA,NA,NA,NA,NA
ERUB,6484,N,F,SHOSHONE,N,48,1992-04-21,4,NA,CB,Duke Lemur Center,1,120,1991-12-23,12,6038,Dido II,ERUB,1984-10-01,7.23,6121,Mohawk,ERUB,1982-10-01,9.23,2005-07-09,13.22,NA,NA,13.22,NA,NA,89,1992-04-22,4,1,0.14,0.03,0,0,NA,NA,NA,4826,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6485,N,M,PHILOCLES,N,2271,1992-04-06,4,NA,CB,Duke Lemur Center,1,138,1991-11-20,11,5847,CORINNA,LCAT,1984-03-16,7.68,MULT,NA,NA,NA,NA,NA,NA,NA,26.45,26.45,3,NA,1135,1992-09-24,9,171,24.43,5.62,5,0.47,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6487,N,F,ESTELLA,N,128,1992-04-27,4,NA,CB,Duke Lemur Center,1,127,1991-12-22,12,5721,EVITA,EMON,1981-10-01,10.23,5720,JUAN,EMON,1978-10-01,13.23,NA,NA,NA,2.15,2.15,NA,NA,53,1992-04-29,4,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6488,N,M,Iroquois,N,49,1992-04-29,4,NA,CB,Duke Lemur Center,1,120,1991-12-31,12,6122,SEMINOLE,ERUB,1982-10-01,9.25,6230,ARAPAHOE,ERUB,1988-04-21,3.7,2018-08-17,26.32,NA,NA,26.32,1,NA,65.6,1992-04-29,4,0,0,0,0,0,NA,NA,NA,9606,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6490,N,M,HUGO,N,129,1992-05-05,5,NA,CB,Duke Lemur Center,1,127,1991-12-30,12,6246,BETI,EMON,1988-05-06,3.65,6172,JAIME,EMON,1987-04-25,4.68,2016-05-09,24.03,NA,NA,24.03,NA,NA,65.5,1992-05-07,5,2,0.29,0.07,0,0.01,NA,NA,NA,8768,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6501,N,F,CONSUELA,N,130,1992-05-19,5,NA,CB,Duke Lemur Center,1,127,1992-01-13,1,6077,PIEDAD,EMON,1986-04-04,5.78,5723,PEPE,EMON,1982-10-01,9.29,2008-06-21,16.1,NA,NA,16.1,NA,NA,84.7,1992-05-27,5,8,1.14,0.26,0,0.02,NA,NA,NA,5869,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6502,N,F,DIABLA,N,131,1992-05-25,5,NA,CB,Duke Lemur Center,1,127,1992-01-19,1,5952,CONCEPCION,EMON,1984-10-15,7.27,4504,PIERROT,EMON,1976-05-15,15.69,2002-11-14,10.48,NA,NA,10.48,1,NA,66.6,1992-05-25,5,0,0,0,0,0,NA,NA,NA,3825,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6503,N,M,COMANCHE,N,50,1992-05-25,5,NA,CB,Duke Lemur Center,1,120,1992-01-26,1,6231,Cheyenne,ERUB,1988-04-21,3.77,6392,Navajo,ERUB,1988-10-01,3.32,2006-12-15,14.57,NA,NA,14.57,1,NA,70.1,1992-05-26,5,1,0.14,0.03,0,0,NA,NA,NA,5316,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6522,N,F,ADEA,N,2316,1993-03-11,3,NA,CB,Duke Lemur Center,3,138,1992-10-24,10,2543,LYSIS,LCAT,1976-03-29,16.58,NA,NA,NA,NA,NA,NA,NA,NA,25.08,25.08,1,NA,1354,1994-01-11,1,306,43.71,10.06,10,0.84,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6528,N,M,Licinius,Y,2327,1993-03-17,3,NA,CB,Duke Lemur Center,1,138,1992-10-30,10,6140,KATINA,LCAT,1987-03-19,5.62,MULT4,NA,NA,NA,NA,NA,NA,25.91,NA,25.91,NA,NA,1318,1994-01-11,1,300,42.86,9.86,9,0.82,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6529,N,F,NOSSIS-A,N,2330,1993-03-18,3,NA,CB,Duke Lemur Center,1,138,1992-10-31,10,6352,NOSSIS,LCAT,1990-03-22,2.61,NA,NA,NA,NA,NA,1993-05-27,0.19,NA,NA,0.19,NA,NA,241,1993-05-25,5,68,9.71,2.24,2,0.19,NA,NA,NA,2,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6531,N,M,THESSALUS,N,2332,1993-03-19,3,NA,CB,Duke Lemur Center,1,138,1992-11-01,11,5984,CLEIS,LCAT,1985-04-09,7.57,NA,NA,NA,NA,NA,NA,NA,NA,25.64,25.64,NA,NA,1410,1994-01-13,1,300,42.86,9.86,9,0.82,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6532,N,F,PRAXILLA,N,2333,1993-03-19,3,NA,CB,Duke Lemur Center,1,138,1992-11-01,11,6229,Chloris,LCAT,1988-04-17,4.55,MULT,NA,NA,NA,NA,2001-06-28,8.28,NA,NA,8.28,2,NA,1410,1994-01-13,1,300,42.86,9.86,9,0.82,NA,NA,NA,2723,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6533,N,F,THYREA,N,2343,1993-03-21,3,NA,CB,Duke Lemur Center,1,138,1992-11-03,11,6276,Dory,LCAT,1989-03-15,3.64,NA,NA,NA,NA,NA,NA,NA,NA,25.72,25.72,1,NA,1417,1994-01-13,1,298,42.57,9.8,9,0.82,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6534,N,M,Aristides,Y,2344,1993-03-21,3,NA,CB,Duke Lemur Center,1,138,1992-11-03,11,5847,CORINNA,LCAT,1984-03-16,8.64,MULT4,NA,NA,NA,NA,NA,NA,25.9,NA,25.9,NA,NA,1616,1994-01-11,1,296,42.29,9.73,9,0.81,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
ERUB,6535,N,M,SEMINOLE-B,N,57,1993-03-27,3,NA,CB,Duke Lemur Center,1,120,1992-11-27,11,6122,SEMINOLE,ERUB,1982-10-01,10.16,6392,Navajo,ERUB,1988-10-01,4.16,1993-03-27,0,NA,NA,0,NA,NA,76.7,1993-03-27,3,0,0,0,0,0,NA,NA,NA,0,1.78,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6537,N,M,CONCEPCION-B,N,1114,1993-04-01,4,NA,CB,Duke Lemur Center,1,127,1992-11-25,11,5952,CONCEPCION,EMON,1984-10-15,8.12,4504,PIERROT,EMON,1976-05-15,16.54,1993-04-04,0.01,NA,NA,0.01,NA,NA,68.3,1993-04-01,4,0,0,0,0,0,NA,NA,NA,3,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6543,N,M,EDUARDO,N,140,1993-04-11,4,NA,CB,Duke Lemur Center,1,127,1992-12-05,12,6263,Moheli,EMON,1987-05-13,5.57,6226,JORGE,EMON,1988-04-15,4.64,NA,NA,NA,25.69,25.69,NA,NA,82,1993-04-15,4,4,0.57,0.13,0,0.01,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6544,N,F,PEPITA,N,1115,1993-04-14,4,NA,CB,Duke Lemur Center,1,127,1992-12-08,12,6077,PIEDAD,EMON,1986-04-04,6.68,5723,PEPE,EMON,1982-10-01,10.19,1993-05-29,0.12,NA,NA,0.12,NA,NA,61,1993-04-15,4,1,0.14,0.03,0,0,NA,NA,NA,44,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6545,N,M,GUILLERMO,N,142,1993-05-11,5,NA,CB,Duke Lemur Center,1,127,1993-01-04,1,6102,Flor,EMON,1986-05-20,6.63,6237,FABIO,EMON,1988-04-23,4.7,NA,NA,NA,25.67,25.67,1,NA,51.5,1993-05-12,5,1,0.14,0.03,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6549,N,F,ATTHIS,N,2360,1993-05-17,5,NA,CB,Duke Lemur Center,2,138,1992-12-30,12,6280,NINNA,LCAT,1989-03-15,3.8,MULT,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,1,NA,1481,1994-01-11,1,239,34.14,7.86,7,0.65,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
