title,author,date,abstract,column,url
QuadEx may not be a bad idea,Angikar Ghosal,2023-10-30,"QuadEx does not claim to supplant existing social circles; rather, its intended purpose is to provide solace to those students who are atypically reserved or reticent or encounter financial constraints preventing them from indulging in a vibrant social life.",Campus Voices,https://www.dukechronicle.com/article/2023/10/103023-ghosal-quadex-not-a-bad-idea
An ode to the women’s bathroom,Umang Dhingra,2023-10-27,The women’s washroom — as momentary as it may be — is knowing that your nameless and faceless sisterhood is real.,Campus Voices,https://www.dukechronicle.com/article/2023/10/102723-dhingra-ode-to-the-womens-bathroom
Children of immigrants: On guilt and drive,Susan Chemmanoor,2023-10-27,"When I study for a test, I am not simply being a good student: I’m making good on a promise: a promise that I won’t let the sacrifices of the people who came before me go to waste.",Campus Voices,https://www.dukechronicle.com/article/2023/10/102723-chemmanoor-immigrant-dreams-burdens
The climate costs of conference realignment,Aaron Siegle,2023-10-27,Conference realignment isn’t only a tragedy because of the death of classic rivalries but also of the planet itself.,Campus Voices,https://www.dukechronicle.com/article/2023/10/102723-siegle-climate-costs-conference-realignment
Time to drop the foreign language requirement,Jean DuBois,2023-10-27,"Trinity's three-semester foreign language requirement is unnecessary, and there are much better ways to achieve its stated purpose of fostering “global understanding,” as Trinity’s website describes.",Opinion,https://www.dukechronicle.com/article/2023/10/102723-dubois-drop-foreign-language-requirement
Winter is coming. Get outside now!,Anna Sorensen,2023-10-27,I am beginning to reassociate what it means and how it feels to do work in college,Campus Voices,https://www.dukechronicle.com/article/2023/10/102723-sorensen-winter-is-coming-get-outside-now
Duke alumni: How Duke should address its lack of economic diversity,Maryellen Fullerton,2023-10-26,Duke leadership needs to set goals and take concrete actions to make the resources of Duke University accessible to a much more economically diverse student body. ,Opinion,https://www.dukechronicle.com/article/2023/10/102623-fullerton-alumni-economic-diversity-letter
Effective altriusm,Valerie Tan,2023-10-25,Is it selfish not to be selfless?,Campus Voices,https://www.dukechronicle.com/article/2023/10/102523-tan-effective-altruism
It is not too late to plant a tree,Anna Garziera,2023-10-25,"With two months left in the year, we have to act with conviction that it is not too late. Planting a seed today might get us at least a sprout by December. ",Campus Voices,https://www.dukechronicle.com/article/2023/10/102523-garziera-not-late-plant-tree
"Erasing Black history happens everywhere, even at Duke",Bella Naspinski,2023-10-24,"As people of America, it is our responsibility to not allow our history of violence against and oppression of Black communities to be swept under the rug.",Campus Voices,https://www.dukechronicle.com/article/2023/10/102423-naspinski-black-history
A contextualized understanding of the recent attacks in Israel and Palestine,Duke Students for Justice in Palestine,2023-10-23,"Widespread public response to recent events has erased the 75-year history of the Israeli occupation of Palestine. As such, in this article, we provide heavily-sourced and well-evidenced historical, political and humanitarian context that should preclude any understanding of the current turmoil. ",Opinion,https://www.dukechronicle.com/article/2023/10/102323-sjp-israel-palestine-contextualized-understanding
You are worthy,Luke A. Powery,2023-10-23,"You have worth and value as a human being therefore you should be honored, respected, trusted and included.",Campus Voices,https://www.dukechronicle.com/article/2023/10/102323-powery-you-are-worthy
My future is not for sale,Marie-Hélène Tomé,2023-10-20,We don’t have the time to let Duke stall. We don’t have time to admire the problem in seminar series discussing Duke’s obligation to invest morally. We need climate action.,Opinion,https://www.dukechronicle.com/article/2023/10/102023-tome-duke-divestment-climate
It's okay to feel like you're drowning in headlines,Zubin Rekhi,2023-10-20, If you are feeling stressed out by this war — even if friends and family are safe — you are not alone. Your stress is legitimate. ,Campus Voices,https://www.dukechronicle.com/article/2023/10/102023-rekhi-drowning-headlines
From Barbie to trash bag: Unmasking the horrors of Halloween costumes,Morgan Foster,2023-10-20,Halloween is just fast fashion on steroids — and even that feels like an understatement. ,Campus Voices,https://www.dukechronicle.com/article/2023/10/102023-foster-halloween-costume-horror
Mirror mirror on the wall,Advikaa Anand,2023-10-19,Our inherent value is not contingent on some sense of human “capital.”,Campus Voices,https://www.dukechronicle.com/article/2023/10/101923-anand-mirror-mirror-on-the-wall
How to rethink your friendships,Jess Jiang,2023-10-18,The fact that you have friends at all? My condolences.,Campus Voices,https://www.dukechronicle.com/article/2023/10/101823-jiang-rethinking-friendships
Pro-Palestine student groups need to condemn Hamas' atrocities,Kraz Greinetz,2023-10-17,"As long as pro-Palestine groups on campuses continue to treat civilian massacres as an inevitable part of the fight for liberation, Israelis and most American Jews will continue to view its cause as a fundamental threat to the lives of all six million Jews living in Israel.",Opinion,https://www.dukechronicle.com/article/2023/10/101723-greinetz-palestine-student-groups-condemn-need
Letter: College faculty support educators and students in both Palestine and Israel,Robin Kirk,2023-10-16,"We also want to let our own learning communities — which include Muslims, Christians and Jews; Israelis and Palestinians; and families desperate to protect loved ones — know that we are raising our voices in defense of all civilians.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/101623-kirk-israel-palestine-letter
A simple future Trinity curriculum,Angikar Ghosal,2023-10-15,"A well-designed liberal arts curriculum should be such that liberal arts students enjoying and exploring liberal arts naturally finish them, without even checking the ‘Degree Progress’ tab on Dukehub.",Campus Voices,https://www.dukechronicle.com/article/2023/10/101623-ghosal-future-trinity-cirriculum
Tribute to Angela Risi: 'I thought we were going to be friends for a long time',Brooks Emanuel,2023-10-15,"Things feel a bit of a blur now, but Angela was a good friend — someone who I just really, really liked and loved to be around. I thought we were going to be friends for a long time.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/101523-emanuel-angela-risi-tribute
Letter from alumni: Duke leadership needs new direction,Jim Kruidenier,2023-10-13,"We write as alumni of Duke University to urge the leadership to set goals that lead to fair and equitable employment practices, sustainable environmental policy and responsible investment strategies.",Opinion,https://www.dukechronicle.com/article/2023/10/101323-kruidenier-alumni-letter-duke-leadership
Tribute to Angela Risi: 'We were together for nine years',Marissa Arriaga,2023-10-13,"Angela will be missed forever, and I will never stop loving her.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/101323-arriaga-angela-risi-tribute
Seeking quiet in an age of information,Susan Chemmanoor,2023-10-13,I'm so focused on connecting with the world that the value of understanding myself vanishes in the noise.,Campus Voices,https://www.dukechronicle.com/article/2023/10/101323-chemmanoor-seeking-quiet-information-age
Call your mom back,Umang Dhingra,2023-10-13,"Duke has given me everything I could have dreamed of and more...I have nothing but gratitude. Except maybe, the smallest bit of regret. ",Campus Voices,https://www.dukechronicle.com/article/2023/10/dhingra-101323-call-your-mom-back
Let’s put a red light on Duke’s purchase of Blue Light,Aaron Siegle,2023-10-13,"Instead of continually applying the duct tape of real estate acquisitions to the gushing pipe of the student housing shortage, Duke needs to address the root cause of the problem: the university’s residential model.",Campus Voices,https://www.dukechronicle.com/article/2023/10/101323-siegle-red-light-on-dukes-blue-light-purchase
Tribute to Angela Risi: 'She was an intensely beautiful and generous artist',Leo Ryan,2023-10-12,Angela’s passing is overwhelmingly painful. No one will be able to fill space in the particular and beautiful way that she did.,Letters to the Editor,https://www.dukechronicle.com/article/2023/10/101223-ryan-angela-risi-tribute
Exams are at risk of extinction,Anna Garziera,2023-10-12,Exams are stressful. My suggestion? Deal with it — an examination-free world might be worse than you think.,Campus Voices,https://www.dukechronicle.com/article/2023/10/garziera-101223-exams-extinction-risk
Statement from Jewish and Israel student organizations at Duke,"Chabad Student Group , Duke Students Supporting Israel , Coalition for Preserving Memory , TAMID Group at Duke , Jewish Student Union , Duke Israel Public Affairs Committee , Duke J Street U and Duke Friends of Israel",2023-10-10,The Duke Jewish community stands united in mourning the loss of our brothers and sisters who were brutally murdered by Hamas terrorists this weekend in Israel.,Letters to the Editor,https://www.dukechronicle.com/article/2023/10/duke-university-jewish-israel-student-statement
"Tribute to Angela Risi: Never stop dancing, sweetheart",Anna Culbertson,2023-10-10,"I was humbled by her beautiful decision to pursue dance in spite of the anxiety she felt over career security. Having seen her dance, I knew that if anyone had a shot in the dance world, she did — she was born for it. ",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/100823-culbertson-angela-risi-tribute
Duke celebrates 100 years of inconveniencing students with construction,Monday Monday,2023-10-09,"In preparation for the Centennial, we have converted West Campus into an immersive construction experience.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100923-monday-monday-centennial-celebration
Minding the margins,Luke A. Powery,2023-10-09,"Mind the margins in books, buildings, sports, subways and our wider society. It’s the margins, the borders, that tell us what kind of society we really live in.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100923-powery-minding-margins
Tribute to Angela Risi: The weight felt from such a tragedy,Christopher Scully-Thurston,2023-10-06,"A community builder, Angela encouraged everyone to move, dance and interact, and she did this in a dear and compassionate manner.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/100623-scully-thurston-angela-risi-tribute
A tribute to Angela Risi from a past family friend,Kim Sturmer,2023-10-06,"Angela spent a lot of time at our home, and in some ways, she was like a second daughter.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/100623-sturmer-angela-risi-tribute
Good news! Your MacBook Pro is saving the world,Morgan Foster,2023-10-06,The responsibility to do better not only falls on Apple’s shoulders but ours as well.,Campus Voices,https://www.dukechronicle.com/article/2023/10/100623-foster-macbook-pro-saving-the-world
Just how much higher are food prices on campus?,Zubin Rekhi,2023-10-05,"Yes, our food is good. But is it worth $13 a meal?",Campus Voices,https://www.dukechronicle.com/article/2023/10/100523-rekhi-higher-food-prices
Where's the love for Duke football?,Sonia Green,2023-10-05,"Duke football may never surpass basketball in popularity, but we can become a school that supports our football team better.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100523-green-wheres-the-love-for-duke-football
"Duke football: You suck, and we love you for it",Slice Penny,2023-10-05,"Duke Football, remember this: You suck, and we love and appreciate you for it.",Letters to the Editor,https://www.dukechronicle.com/article/2023/10/100523-penny
The importance of psychedelic therapy in psychiatric practice,Nik Narain,2023-10-05,"Even Duke launched a Center for Integrated Psychedelic Science in 2022 to explore the therapeutic effects of hallucinogens, ketamine, and MDMA.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100523-narain-importance-of-psychedelic-therapy
An attempt at fame on College GameDay,Nathan Luzum,2023-10-04,"Never have I seen Abele Quad in such a state — goalposts in the grass abutting the Social Sciences Building, jury-rigged wires and camera equipment on buildings, a big old TV set in the middle of the West Campus bus stop.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100323-luzum-gameday
An ode to latinidad at Duke,Mariana Meza,2023-10-04,The Duke Latinx community cannot be buried. Our living histories ensure our presence as fundamental and certain on Duke’s campus.,Opinion,https://www.dukechronicle.com/article/2023/10/100323-meza-latinidad-ode
The human in the room,Jess Jiang,2023-10-04,"It’s true that you can change yourself to some extent. But there’s no reason for anyone, including you, to treat you only as what you can’t control. ",Campus Voices,https://www.dukechronicle.com/article/2023/10/100423-jiang-human-room
Affirmative action in an age of political polarization: A follow-up,Lauren Liu,2023-10-03,It is contradictory and discriminatory in itself to prioritize one group over another.,Campus Voices,https://www.dukechronicle.com/article/2023/10/100323-liu-affirmative-action-political-polarization
Seniors: It’s okay if you hate your first job,Aaron Price,2023-10-03,"We see careers as linear — where each job must lead perfectly to the next. So, understandably, we think what we pick for our first role in the professional world is crucial, forever closing and opening doors.",Campus Voices,https://www.dukechronicle.com/article/2023/10/10032023-price-first-job
Race-blind admissions exacerbate racial inequity,Anthony Salgado,2023-10-03,You cannot choose to live as colorblind in a world that clearly isn’t.,Campus Voices,https://www.dukechronicle.com/article/2023/10/100323-salgado-affirmative-action
Insights and insecurities: A creative's summer odyssey,Barbara Cardenas,2023-10-02,"My measure of self-worth was always my talent; at that moment, I felt like summer had ripped it away from me.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100223-cardenas-creative-journey
The flipside of upward mobility,Heidi Smith,2023-10-02,"For me, tech is the epitome of the contemporary American dream and while we love to pretend that it’s a perfect meritocracy, so much of achieving upward mobility is built on luck.",Campus Voices,https://www.dukechronicle.com/article/2023/10/100223-smith-the-flipside-of-upward-mobility
Duke’s obsession with shareholder returns in a climate crisis ,Abby Saks,2023-10-02,"I’m graduating in less than a year, and I cannot stand the fact that I will likely be leaving having made no impact on Duke’s investment practices despite the years of hard work by Duke Climate Coalition’s (DCC) campaign.",Opinion,https://www.dukechronicle.com/article/2023/10/100223-saks-duke-divestment-climate-crisis
Let students take more than 6 classes a semester,Angikar Ghosal,2023-10-02,A more overarching predicament that afflicts the academic milieu at Duke University is the tendency toward an excessive degree of coddling.,Campus Voices,https://www.dukechronicle.com/article/2023/10/091823-ghosal-let-students-take-more-than-six-classes-a-semester
Accepting that we're occasionally ugly can make life more enjoyable,Susan Chemmanoor,2023-09-29,Something has made me believe that I’m not allowed to enjoy life if I don’t look good while doing it. And it’s BS.,Campus Voices,https://www.dukechronicle.com/article/2023/09/092923-chemmanoor-ugly-acceptance-life
Revisiting the demise of the Durham-Orange Light Rail,Aaron Siegle,2023-09-29,"As Duke may yet again be kingmaker in future Triangle transportation initiatives, Duke students today should be aware of this history and grasp the unrealized power that lies in their collective voice.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092923-siegle-revisiting-durham-orange-light-rail
In defense of the arts,Umang Dhingra,2023-09-29,"We owe it to ourselves to let art fill our souls. To let conversations with other people make us see the world in new ways. To listen to music and look at an artwork and to watch a film from decades ago and know that people have felt happiness and sadness and anger and love and pain and loneliness the way we do, all along.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092923-dhingra-defense-of-the-arts
Scarcity to abundance: A mindset shift,Anna Garziera,2023-09-27,"Living in abundance, then, is living with peace of mind. Only by defying the scarcity mindset — by sharing our knowledge with others, by helping one-another and by letting go of feelings of jealousy and remorse — can our Duke community live in harmony.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092723-garziera-scarcity-to-abundance-a-mindset-shift
Does Duke appreciate its musicians?,Anna Sorensen,2023-09-26,"We devote a lot of attention to our athletes, scientists and entrepreneurs on campus, but it’s about time we offered the same respect to our musicians.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092623-sorensen-does-duke-appreciate-its-musicians
Duke to climate commit 'even harder',Monday Monday,2023-09-25,"This is an unprecedented time for the state of our world. We are in an existential crisis. So we are going to Climate Commit, and we are going to do it hard. Harder than ever before.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092523-monday
Seeking salad? Check out Ginger + Soy's poke bowl ,Jessica Luan,2023-09-25,Eating this dish feels like bathing in a health-and-wellness ocean of chlorophyll and vitamin C.,Campus Voices,https://www.dukechronicle.com/article/2023/09/092523-luan-salmon-poke-bowl
The Title IX complaint against Baldwin Scholars is ignorant,Sophia Zhao,2023-09-25,I am stunned and appalled by “men’s rights” activist Mark Perry’s federal complaint against Duke University’s Alice M. Baldwin Scholars program.,Letters to the Editor,https://www.dukechronicle.com/article/2023/09/092523-zhao-baldwin-scholars-title-ix-complaint
Pursuing a passion,Luke A. Powery,2023-09-25,"Pursue a passion and paradoxically, you’ll live.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092523-powery-pursue-passion
The beauty of the unknown,Vineet Chovatia,2023-09-22,"As my infinitely wise psychiatrist told me, instead of thinking of all the ways something could go wrong, think about how it could go incredibly right. ",Campus Voices,https://www.dukechronicle.com/article/2023/09/092223-chovatia-the-beauty-of-the-unknown
Economic diversity is not enough ,Sonia Green,2023-09-22,Diversifying Duke is an issue of and not or. Striving for economic diversity does not mean we shouldn't also strive to make campus racially diverse as well.,Campus Voices,https://www.dukechronicle.com/article/2023/09/092223-green-duke-socioeconomic-diversity
I was a FGLI student at Duke 50 years ago. Not much has changed since,Diane Weddington,2023-09-21,To come to Duke as a first-generation student is to come to a foreign country not knowing the language or customs and to struggle daily to understand.,Letters to the Editor,https://www.dukechronicle.com/article/2023/09/092123-weddington
On race-conscious affirmative action,Lauren Liu,2023-09-21,"In simple terms, DEI in the college process essentially attaches a certain “value” to our race, which backtracks the progress made by civil rights activists decades ago.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092123-liu-race-conscious-affirmative-action
Are you with us or against us?,Chloe Decker,2023-09-21,"By letting go of monitoring the telltale signs of my peers’ political beliefs, I came to appreciate the input of every member. We had all come to class prepared, asked tough questions and treated each other with dignity.",Campus Voices,https://www.dukechronicle.com/article/2023/09/are-you-with-us-or-against-us
So casually cruel in the name of being honest,Advikaa Anand,2023-09-21,We no longer find fault in a general crudity towards the words we speak and discount the value of politeness.,Campus Voices,https://www.dukechronicle.com/article/2023/09/092123-anand-casually-cruel-in-the-name-of-being-honest
Wisdom from clinical year on the wards,Nathan Luzum,2023-09-20,"There’s a jack-of-all-trades aspect to clinical year that’s necessarily uncomfortable — in this environment requiring frequent shifts from specialty to specialty, change is the only constant.",Campus Voices,https://www.dukechronicle.com/article/2023/09/092023-luzum-clinical-year-wisdom
The (misused) power of elite college admissions ,Aaron Price,2023-09-19,"If Duke, and our peer institutions, decided that the main basis for undergraduate admissions was students’ ability to play ping pong, suddenly every ambitious high schooler in the country would be practicing their serve.",Campus Voices,https://www.dukechronicle.com/article/2023/09/091923-price-elite-college-admissions
We just want hoodies,Bodhaansh Ravipati,2023-09-19,Selling simple products like sweatshirts for heinous prices not only signals to low-income to middle-income students that we don’t belong but also enforces the isolated social climates we experience.,Opinion,https://www.dukechronicle.com/article/2023/09/091923-ravipati-cheaper-hoodies
Duke’s lack of low-income students implicates all of us,Robert Carlson,2023-09-19,"All of us — Duke students, faculty, staff, alumni and administrators — need to make changes for first-generation and low-income students to feel welcome on campus.",Opinion,https://www.dukechronicle.com/article/2023/09/091923-carlson-low-income-students-lack
Duke students advocate to protect Dreamers,Define America,2023-09-18,"DACA gives recipients the opportunity to pursue a better life, allowing them to prosper and thrive in the country they call home. Dreamers deserve to be protected. ",Letters to the Editor,https://www.dukechronicle.com/article/2023/09/091823-define-america-daca-ruling
Why I chose not to study abroad during my junior fall ,Barbara Cardenas,2023-09-18,My decision wasn't just about choosing to stay; it was about investing in the sense of home that Duke had become.,Campus Voices,https://www.dukechronicle.com/article/2023/09/091823-cardenas-junior-fall-on-campus
Maybe you should be passionate about work,Heidi Smith,2023-09-18,"It’s possible to not be passionate about your job and find passion in other endeavors. You’re probably going to enjoy your life a lot less, though.",Campus Voices,https://www.dukechronicle.com/article/2023/09/smith-091823-maybe-you-should-be-passionate-about-work
Duke is actually good for low-income students,Angikar Ghosal,2023-09-18,The New York Times casts us into the roles of pugilistic adversaries within the theater of a class-based struggle.,Campus Voices,https://www.dukechronicle.com/article/2023/09/091823-ghosal-duke-is-good-for-low-income-students
"East, West and the void in between",Aaron Siegle,2023-09-15,"Despite its current state of disrepair, Duke can leverage the prime location of Central Campus to create one, coherent, walkable campus that serves as a gateway between Duke and Durham.",Campus Voices,https://www.dukechronicle.com/article/2023/09/091423-siegle-central-campus
Talk is overrated,Valerie Tan,2023-09-15,"As we ease into the rhythm of the new academic year, I find myself, once again, in the company of my old friend, social anxiety.",Campus Voices,https://www.dukechronicle.com/article/2023/09/091523-tan-talk-is-overrated
Freshman year is meant to suck,Susan Chemmanoor,2023-09-15,"So, in the next few months, I'm not going to demand from myself that I join 12 labs and save the world, but instead, fall down, get back up and try again.",Campus Voices,https://www.dukechronicle.com/article/2023/09/freshman-year-is-meant-to-suck
"In the last 16 days, I’ve started college and my brother has been in two lockdowns",Bella Naspinski,2023-09-14,Fearing for your own life or the life of a loved one is possibly one of the most terrifying feelings you will never want to experience.,Campus Voices,https://www.dukechronicle.com/article/2023/09/091423-naspinski-unc-gun-violence-threats
Duke students need to be creative,Anna Garziera,2023-09-13,"Imagine a world where all those students really were in touch with their creativity, and were able to solve problems effectively — those students would own the future. ",Campus Voices,https://www.dukechronicle.com/article/2023/09/091223-garziera-duke-creativity
Burning Man in a burning world,Morgan Foster,2023-09-12,"We must keep events like Burning Man in check and accountable for their impact, encouraging them to strive for better. ",Campus Voices,https://www.dukechronicle.com/article/2023/09/091223-foster-burning-man-environment
"Duke is not rich, just comfortable",Monday Monday,2023-09-11,"President Price seems to have forgotten that most students at Duke do not speak broke. Therefore, I, Monday Monday, champion of the vernacular of the common (top 1%) man, have taken it upon myself to translate the announcement into more accessible language.",Campus Voices,https://www.dukechronicle.com/article/2023/09/091123-monday-monday-duke-socioeconomic-diversity
A legacy of advocacy,Luke A. Powery,2023-09-11,"On a day of remembrance such as Sept. 11, I hope you will be remembered for a legacy of advocacy.",Campus Voices,https://www.dukechronicle.com/article/2023/09/091123-powery-911-advocacy
A eulogy for Panda Express,James Gao,2023-09-08,Eating at Panda Express was both a fundamental part of my Duke experience and a respite from all things Duke.,Campus Voices,https://www.dukechronicle.com/article/2023/09/090823-gao-panda-express-eulogy
Blood on your hands: A response to the UNC Chapel Hill shooting,Caroline Cornett,2023-09-07,We had our first day of classes ripped apart by reports of a shooting less than 30 minutes from campus — a shooting that sent our brothers and sisters at UNC into lockdown.,Opinion,https://www.dukechronicle.com/article/2023/09/090723-cornett-unc-shooting-response
A potential fifth fundamental force,Nik Narain,2023-09-07,"Although particle physics seeks to describe the most fundamental aspects of the universe, the fundamentals of physics themselves are always subject to change in response to new information.",Campus Voices,https://www.dukechronicle.com/article/2023/09/090723-narain-a-fifth-force
A love letter to Duke Engage Boston: Turning 'sorry' into 'thank you',Advikaa Anand,2023-09-07,"I realized that while I felt I was being polite, I was actually apologizing for the kindness people showed me instead of appreciating it. ",Campus Voices,https://www.dukechronicle.com/article/2023/09/090723-anand-a-love-letter-to-duke-engage-boston
STEM students are privileged at Duke,Sonia Green,2023-09-06,"As a self-proclaimed anti-STEM student, I started to see the benefits of pursuing the STEM path at Duke and how my own path lacked these advantages.",Campus Voices,https://www.dukechronicle.com/article/2023/09/090623-green-stem-privilege
Duke needs to end legacy admissions,Heidi Smith,2023-09-05,Duke is an elite American college and thus must be politically correct 100% of the time; this professed commitment to diversity is directly at odds with the latent goal of perpetuating the university in its intended form.,Campus Voices,https://www.dukechronicle.com/article/2023/09/090523-smith-duke-legacy-admission
North Carolina legislator pay is a problem,Holden Buchanan,2023-09-05,"Increasing legislator pay would not prevent self-serving politicians from running for office, but it would introduce a financial incentive that would both increase the pool of candidates and provide a counterweight to the perverse incentive of special interests.",Opinion,https://www.dukechronicle.com/article/2023/09/090523-buchanan-nc-legislator-pay
"One shot, many wounded",Andrew Sun,2023-09-05,"The roughly 5,000 new first-years at UNC, some dear friends included, experienced their welcome-to-college hurrah running for cover in the basement of their nearest building as they decided whether to text home.",Opinion,https://www.dukechronicle.com/article/2023/09/090523-sun-unc-shooting-empathy
Letter: No more thoughts and prayers,Emily Ford,2023-09-04,"The day of the shooting at UNC is a day I will never forget ... It was the first time that I looked at the news and said, “Wow. It could have been me.” ",Opinion,https://www.dukechronicle.com/article/2023/09/090123-ford-unc-shooting-letter
Make a life,Luke A. Powery,2023-08-28,To make a life is different from making a living.,Campus Voices,https://www.dukechronicle.com/article/2023/08/082823-powery-make-life
Why you should care about the General Assembly,Holden Buchanan and Katherine Gallagher,2023-08-23,"By offering a synopsis of this legislative session, we hope Duke students will recognize how the decisions being made in that building are directly impacting their lives and others around the state.",Opinion,https://www.dukechronicle.com/article/2023/08/082323-buchanan-gallagher-general-assembly
"Duke's statement on North Carolina's 12-week abortion restriction is necessary, not 'inappropriate'",Savannah Marciezyk,2023-06-15,Duke University has an obligation to provide guidance and resources around reproductive health which meet nationally-accepted standards of care.,Opinion,https://www.dukechronicle.com/article/2023/06/061523-marciezyk-abortion-restriction-article-response
Duke's statement on North Carolina's new abortion restriction is inappropriate,Paige Brasington,2023-06-08,"By sending this email voicing opposition to North Carolina’s new law, Duke signals that many viewpoints are not welcome here.",Opinion,https://www.dukechronicle.com/article/2023/06/060823-brasington-abortion-restriction-statement
"Fortifying yourself, and other impossible lessons",Sasha Richie,2023-05-08,"Being a woman in leadership, especially in a male-dominated industry, is often a gunfight you were given a knife for. ",Campus Voices,https://www.dukechronicle.com/article/2023/05/richie-fortifying-yourself-and-other-impossible-lessons
Standing still,Milla Surjadi,2023-05-06,"So perhaps the measure of our devotion — to a piece of writing, to an institution, to an industry — is our belief in its potential. When you stand still and look around, what do you see in the negative space? ",Campus Voices,https://www.dukechronicle.com/article/2023/05/surjadi-standing-still-farewell-column
Durham must address the urban heat island effect and equity in its development ordinances,Chloe Brenner,2023-05-05,"In order to mitigate the negative effects of extreme heat and ensure that communities of color are adequately protected, Durham must amend its city Tree Ordinance and collaborate with vulnerable communities to target planting.",Opinion,https://www.dukechronicle.com/article/2023/05/050523-brenner-durham-tree-ordinance
Duke should offer ASL as a language,Jocelyn Chin,2023-05-02,"American Sign Language should be formally taught at Duke because it is practical, increases accessibility, and contains a rich history and diverse community that students would benefit to learn from.",Campus Voices,https://www.dukechronicle.com/article/2023/05/chin-05022023-duke-should-offer-asl-language
All Durham needs is love and crosswalks ,Katherine Gallagher,2023-05-02,"What was the Beatles' greatest accomplishment? It was neither selling over 1 billion records worldwide, nor revolutionizing the entire music industry nor becoming a major symbol of the 1960s social and cultural transformation. What people don't realize is that John Lennon, Paul McCartney, George Harrison and Ringo Starr were actually pioneers of public safety. ",Opinion,https://www.dukechronicle.com/article/2023/05/050223-gallagher-durham-walkability
The most talented room on campus,Em Adler,2023-05-01,"As long as Chronicle Sports exists, some immensely talented handful of friends will always be walking across the quad at some obscenely early hour in the morning. And the sun will always rise over Abele Quad.",Campus Voices,https://www.dukechronicle.com/article/2023/05/050123-adler-talented-room-campus
Feeling burnt out? Lessons from Latino culture on the politics of rest ,Luna Abadía,2023-05-01,"If you really think about it, the only choice we have is rest.",Opinion,https://www.dukechronicle.com/article/2023/05/050123-abadia-latino-culture-rest
Duke alumni letter supporting the Duke Graduate Students Union,Gino Nuzzolillo,2023-04-28,We pledge to cease our donations and other forms of in-kind support to the University until Duke ends its obstruction of graduate student workers’ right to unionize and collectively bargain.,Opinion,https://www.dukechronicle.com/article/2023/04/042623-alumni-letter-supporting-dgsu
Isn’t it nice?,Leah Boyd,2023-04-26,"In reality, moments, they are beautiful and fleeting and raw, but they say nothing, really. It is our job to bring them to life.",Campus Voices,https://www.dukechronicle.com/article/2023/04/boyd-isnt-it-nice
One last story to tell,Jonathan Levitan,2023-04-26,"Family is behind every great story in sports, from San Francisco to Philadelphia to Durham. It’s behind my story, too.",Campus Voices,https://www.dukechronicle.com/article/2023/04/levitan-one-last-story-to-tell
In the clouds,Marina Chen,2023-04-26,"It's a gift to take a step back with a columnist, to help them look at that puffy, wet wisp of an idea and condense it until it becomes water. ",Campus Voices,https://www.dukechronicle.com/article/2023/04/chen-in-the-clouds
My leap of faith,Katie Tan,2023-04-26,"When the clock strikes midnight, the realization that my tenure has come to an end will slowly sink in, and I’ll reflect with certainty on how taking that leap of faith was the best decision I have ever made.",Campus Voices,https://www.dukechronicle.com/article/2023/04/tan-my-leap-of-faith
Something bigger than ourselves ,Kathryn Thomas,2023-04-26,"The work of student journalism is never done; it only changes hands again, again, and again. One-hundred-and-eighteen times to be exact. ",Campus Voices,https://www.dukechronicle.com/article/2023/04/thomas-something-bigger-than-ourselves
The ballad of twenty,Ooha Reddy,2023-04-26,"At twenty, I am confident and lost, and at twenty, my mother got married.",Campus Voices,https://www.dukechronicle.com/article/2023/04/042623-reddy-the-ballad-of-twenty
The art of seeing  ,Chris Kuo,2023-04-24,Each of us must find our way of living and loving attentively — our own way of spotting the many pennies of this world.,Campus Voices,https://www.dukechronicle.com/article/2023/04/230424-kuo-the-art-of-seeing
The Chronicle gave me so much,Jake C. Piazza,2023-04-24,"Thanks to The Chronicle, I got a front-row seat, many times literally, to witness and document all of this and more. ",Campus Voices,https://www.dukechronicle.com/article/2023/04/230424-piazza-the-chronicle-gave-me-so-much
Being part of something that will outlast all of us,Parker Harris,2023-04-24,Nowhere else will you so readily be equipped to do so much.,Campus Voices,https://www.dukechronicle.com/article/2023/04/042423-harris-being-part-of-something-that-will-outlast-all-of-us
Four years in 700 words,Alex Jackson,2023-04-24,All I really have to say is that I'm thankful for the opportunities I had here.,Campus Voices,https://www.dukechronicle.com/article/2023/04/042423-jackson-four-years-in-700-words
